Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Moldova,MDA,Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.1277831,137.4157842,138.4728286,136.4899242,128.372682,118.7007676,113.5280278,112.246673,105.7709034,102.5568705,103.8167829,101.7028665,99.63783366,98.12816951,94.57831325,100,102.8067362,102.6840258,98.89908561,98.31146511,112.5538225,107.9708516,
Moldova,MDA,"Computer, communications and other services (% of commercial service imports)",TM.VAL.OTHR.ZS.WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.23347663,9.904584111,12.58180418,12.45702621,24.25888807,26.88057041,27.97451165,24.42938659,27.55575636,23.39514447,29.62874466,24.7078422,18.71190264,20.37099876,19.8951494,23.89091439,22.0082069,19.00429933,21.36189032,22.82583476,23.5273073,26.19094343,29.48473519,27.78628275,29.27791818,29.78823529,31.79144511,29.39155688,23.33513928
Moldova,MDA,"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",TM.VAL.MRCH.RS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.609375,0.666132703,0.864553314,1.701165834,0.455049277,0.169890631,5.008759329,0.040588845,0.161726154,0.13090803,0.168092644,0.136743542,0.164688852,0.203004056,0.629486254,0.19006843,0.219447449,0.153275906,0.117534738,0.138278425,0.065337552,0.000402696,0.000876803,0.440780625,0.69528902,0.49867803,0.261160453,0.294815519,0.220604432,,
Moldova,MDA,Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports),TM.VAL.MRCH.R3.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,0.269625142,,0.035688794,1.685779768,0.692208106,1.051627387,0.281052172,0.149350345,1.349002621,2.013391406,0.639839953,0.501938554,0.723306818,0.733835229,0.643449591,0.931523562,0.980892841,1.7038553,0.737212789,0.861998447,0.758168611,1.176868497,0.630942145,0.66182861,0.668865225,0.729137633,0.751320472,0.813912139,,
Moldova,MDA,Merchandise imports from high-income economies (% of total merchandise imports),TM.VAL.MRCH.HI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.75,27.18455841,23.20643106,25.67213895,32.09079909,39.90350872,47.60124121,53.5248854,60.7235054,53.79775179,50.62921823,48.46274893,47.07773349,49.36977322,49.14271349,49.71327619,48.98657015,47.38117121,48.16627388,47.49041138,48.53139584,48.98414032,52.49361678,52.68166989,52.18957162,52.40556598,53.30168393,56.23875,50.37778802,,
Moldova,MDA,Manufactures imports (% of merchandise imports),TM.VAL.MANF.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.1439654,41.71359826,48.11530886,68.30446211,57.68721786,52.07555677,50.95338529,55.51875773,60.80705153,60.78738473,58.83520901,62.42152982,61.9791523,64.21224029,61.09816047,61.11390092,62.34872024,62.33937997,61.01718472,61.38845786,62.5927682,64.19112762,66.88436669,66.65773754,66.35751756,67.30713075,70.96793569,68.59262231,56.37145755
Moldova,MDA,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.459326039,8.077475189,11.4629421,15.00148135,7.82219769,5.924909891,13.07699945,14.33281073,13.29602881,13.54163922,11.57628559,11.53870677,11.17309685,12.13269833,12.40349237,15.18598486,14.85765288,12.77486729,13.77078079,13.72188834,12.92434376,14.04394598,14.51759957,13.97543617,12.6922468,13.3316738,14.94612553,13.40340147,13.44862562
Moldova,MDA,"Tariff rate, applied, weighted mean, primary products (%)",TM.TAX.TCOM.WM.AR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.51,,,,1.73,2.64,,3.63,2.94,3.32,1.37,2.62,1.49,3.03,1.99,3.68,2.34,2.91,2.08,3.12,3.3,,,,1.9,,
Moldova,MDA,"Share of tariff lines with international peaks, primary products (%)",TM.TAX.TCOM.IP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.03473,,,,1.201442,1.018269,,0.2302821,14.81503,14.13668,29.26301,7.155785,22.67856,5.453104,23.4835,5.666048,5.645161,23.41591,25.93884,28.40065,29.37126,,,,6.372146,,
Moldova,MDA,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.89,,,,2.34,2.9,,3.37,3.08,3.23,1.68,2.7,2.02,3.21,2.28,3.35,2.61,5.71,2.53,3.39,3.54,,,,1.26,,
Moldova,MDA,"Share of tariff lines with international peaks, all products (%)",TM.TAX.MRCH.IP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.40088,,,,0.1677852,0.1228297,,0.0643915,3.298311,3.258719,15.98103,1.583789,7.51566,1.176211,8.171653,1.327989,1.30393,13.31553,8.790001,9.023443,9.286989,,,,1.542803,,
Moldova,MDA,"Tariff rate, applied, weighted mean, manufactured products (%)",TM.TAX.MANF.WM.AR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.32,,,,2.86,3.09,,3.21,3.17,3.18,1.89,2.75,2.34,3.31,2.45,3.21,2.74,7.02,2.75,3.51,3.65,,,,1.09,,
Moldova,MDA,"Share of tariff lines with international peaks, manufactured products (%)",TM.TAX.MANF.IP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.92894,,,,0.0272391,0.0112036,,0.0111017,0.0424324,0.0417443,12.31101,0.0234052,3.408953,0.044744,3.768287,0.052021,0.0435178,10.26964,3.649328,3.234926,3.395271,,,,0.0160981,,
Moldova,MDA,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.41746435,110.0215683,105.9540932,97.01436498,89.683574,96.93973205,98.603771,101.2144428,110.5049111,105.9944374,113.2065531,109.8802615,114.3331522,107.1872565,83.85063174,77.36220271,88.04005326,84.68116434,83.39723369,81.45889221,76.34612739,75.97917211,76.2260687,75.22840555,73.46766846,68.35780399,75.37851679,93.42217151
Moldova,MDA,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57000000,33000000,50000000,40000000,34000000,39000000,39000000,50000000,54000000,91000000,103000000,117000000,171000000,216000000,173000000,163000000,186000000,198000000,230000000,234000000,219000000,256000000,323000000,381000000,396000000,316000000,,
Moldova,MDA,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71000000,50000000,74000000,64000000,49000000,57000000,58000000,72000000,79000000,112000000,138000000,150000000,229000000,293000000,240000000,222000000,253000000,279000000,324000000,328000000,300000000,344000000,442000000,500000000,527000000,354000000,,
Moldova,MDA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,23.424,24.216,25.027,25.856,26.703,27.566,28.447,29.345,30.26,31.189,32.068,32.879,33.701,34.531,35.372,36.222,37.082,37.948,38.822,39.64,40.387,41.136,41.891,42.649,43.412,44.176,44.944,45.714,46.488,46.856,46.762,46.669,46.575,46.481,46.387,46.294,46.2,45.797,45.394,44.992,44.589,44.189,43.789,43.389,42.99,42.775,42.744,42.713,42.682,42.651,42.62,42.589,42.558,42.527,42.496,42.49,42.511,42.557,42.629,42.726,42.849,42.998,43.173
Moldova,MDA,Rural population growth (annual %),SP.RUR.TOTL.ZG,,1.523099979,1.238505903,0.933419648,0.713597295,0.434773361,0.300923962,0.137103809,-0.023176106,-0.142998252,-0.167229977,-0.127301281,-0.16988735,-0.2087154,-0.221344345,-0.263707511,-0.308590866,-0.408552417,-0.480642073,-0.446841626,-0.383543976,-0.380742805,-0.356933955,-0.358836962,-0.365644158,-0.395044101,-0.402296295,-0.379631041,-0.52733731,0.020078766,0.638374522,0.418116874,0.257167104,0.148720036,-0.067921147,-0.312553665,-0.025349262,0.376424467,0.700346022,0.576507085,0.526563666,0.495626437,0.482611431,0.42743342,0.454933656,0.13310153,-0.223813718,-0.177541803,-0.13625214,-0.072212294,-0.045775645,-0.003835879,0.040847597,0.027202183,-0.007058468,-0.756616644,-1.199522786,-1.807144381,-1.882438841,-1.769484019,-1.31305213,-1.764476226,-2.524463045
Moldova,MDA,"Completeness of birth registration, urban (%)",SP.REG.BRTH.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,,,,,,99.7,,,,,,,,,,
Moldova,MDA,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,45.96046235,45.96616842,45.97605647,45.99021727,46.00815508,46.02637026,46.04758805,46.07155978,46.09547792,46.1195089,46.14576653,46.17551022,46.20988785,46.25097389,46.29906766,46.3453978,46.38928955,46.43333368,46.47518598,46.5142813,46.55033583,46.58131076,46.61199846,46.64110102,46.66989206,46.70466053,46.74360386,46.7876257,46.82886141,46.86605748,46.90845206,46.9620192,47.00834412,47.05058583,47.10629565,47.15624454,47.20435556,47.25713957,47.30177828,47.33502202,47.35454384,47.36342165,47.36893878,47.37363281,47.36662635,47.37003365,47.39524311,47.42201322,47.4518036,47.47912517,47.50129548,47.51766697,47.52752274,47.53416478,47.544645,47.55530929,47.55979849,47.56060828,47.55163938,47.53372819,47.50559752,47.46804351,47.61059897
Moldova,MDA,"Population, total",SP.POP.TOTL,2074015,2127854,2177676,2222675,2264461,2301425,2336782,2369729,2400264,2429193,2456514,2483032,2509550,2536068,2563389,2590711,2618032,2643746,2668657,2692764,2716068,2740175,2765889,2792407,2819728,2847050,2875175,2904907,2931424,2952317,2965978,2973210,2975621,2974817,2967585,2953200,2947293,2936413,2935227,2930622,2924668,2918135,2911385,2903198,2896023,2888985,2880967,2874299,2868833,2865213,2862354,2860699,2860324,2859558,2857815,2835978,2803186,2755189,2707203,2664224,2635130,2595809,2538894
Moldova,MDA,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,57.61313762,59.23245104,60.22718425,60.37493772,59.72733087,58.29996441,56.50856345,54.79437251,53.11665137,51.44719827,49.80092441,48.21304032,46.6949168,45.21944649,43.79640599,42.47618707,41.32005597,40.42286438,39.81065776,39.50513922,39.46244931,39.56445089,39.81117907,40.28946542,40.99462871,41.72365114,42.34670404,42.81707283,43.03364647,42.91212387,42.53356686,42.04946047,41.5292465,40.93549633,40.19347749,39.26241105,38.15162616,36.93920242,35.58083829,34.04434268,32.71523675,31.63757419,30.50025532,29.39050135,28.40212311,27.51125215,26.76769767,26.17803701,25.71928106,25.43184096,25.18288748,24.89973269,24.67522045,24.60966778,25.0163122,25.83270013,26.70760816,27.52468376,28.23400404,28.84437285,29.32936448,29.74415879,28.52317661
Moldova,MDA,"Population ages 80 and above, male (% of male population)",SP.POP.80UP.MA.5Y,0.567578941,0.567775876,0.570257036,0.576427934,0.585770123,0.598346626,0.613977611,0.6318016,0.649359391,0.665466165,0.680074089,0.691317599,0.698903708,0.706460828,0.715795897,0.725175836,0.734779471,0.745156885,0.757402109,0.774645189,0.797561767,0.825044812,0.856083316,0.880804933,0.894918051,0.903528533,0.918059321,0.941864843,0.967084226,0.997087472,1.029410085,1.056243866,1.078122404,1.09047525,1.075824901,1.033179093,0.972219665,0.913874586,0.880250998,0.871926647,0.890795642,0.932344576,0.980941811,1.022238825,1.041955487,1.04745271,1.06246433,1.100856851,1.160268835,1.21914262,1.269069598,1.31254683,1.34385718,1.358481643,1.354932789,1.34324882,1.334670264,1.32943955,1.314496138,1.290004377,1.248366996,1.197223853,1.102905197
Moldova,MDA,"Population ages 70-74, male (% of male population)",SP.POP.7074.MA.5Y,1.207724101,1.183712522,1.167063027,1.164802057,1.179706394,1.209410071,1.248627248,1.295895215,1.352360865,1.419064347,1.495619941,1.578715385,1.661790771,1.733265538,1.783939856,1.814428204,1.829112737,1.834989267,1.845233696,1.871405146,1.916184813,1.979651194,2.053814326,2.108518929,2.110818539,2.049013629,1.938694414,1.813987173,1.719043866,1.700434032,1.769230184,1.898835009,2.048150975,2.169622914,2.227352753,2.23496191,2.239430999,2.284096497,2.381659973,2.504798088,2.590929128,2.611183058,2.586459415,2.52953322,2.478814372,2.462969983,2.477504777,2.510066756,2.538329915,2.538497208,2.519709556,2.519024539,2.524895298,2.486639627,2.364257068,2.172405253,1.984696146,1.865809902,1.973133101,2.353190709,2.814446788,3.188881098,3.217461922
Moldova,MDA,"Population ages 65 and above, male (% of male population)",SP.POP.65UP.MA.ZS,4.213562731,4.197703513,4.213679755,4.268804161,4.366600903,4.504253417,4.670739548,4.855869976,5.045227784,5.228595191,5.403075209,5.559376966,5.696720259,5.830439243,5.971259398,6.118233489,6.275729138,6.434472834,6.566695494,6.644459449,6.653206438,6.607048261,6.54414385,6.489316365,6.470626699,6.506814363,6.607258917,6.750461581,6.883866235,6.999565059,7.100712222,7.201035547,7.33779181,7.512010434,7.664586434,7.770007788,7.83377657,7.888660981,7.968682547,8.070236149,8.188793344,8.302888087,8.380009401,8.386576013,8.374638646,8.39827155,8.450722691,8.498991285,8.475794244,8.35084749,8.184048002,8.06207268,8.00645037,8.118470289,8.437056314,8.810436733,9.164579343,9.488833468,9.763991768,10.0331381,10.25971452,10.38722521,9.877696339
Moldova,MDA,"Population ages 65-69, male (% of male population)",SP.POP.6569.MA.5Y,1.658329074,1.67317215,1.704919095,1.754794906,1.825054438,1.91545909,2.022105532,2.136457866,2.241568874,2.324552138,2.384303027,2.420708469,2.440269092,2.463259071,2.505982861,2.56929363,2.653971445,2.747887329,2.817442983,2.824403979,2.74856203,2.601591697,2.426168462,2.284552852,2.237295126,2.303814799,2.457754913,2.64451725,2.798741221,2.883077337,2.90772424,2.922220168,2.978496237,3.089474923,3.221531179,3.329769062,3.379373679,3.362656817,3.304741079,3.2518272,3.249421041,3.291052201,3.323470048,3.306704904,3.269664507,3.241226185,3.220304018,3.187148928,3.095773034,2.932969485,2.72847388,2.538049077,2.42542809,2.55951439,3.025736194,3.645741101,4.207255933,4.638957339,4.85520529,4.859217202,4.798241116,4.736976832,4.439888891
Moldova,MDA,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,3.293846662,3.309995272,3.323082945,3.360537624,3.441443165,3.562396461,3.718165235,3.890535832,4.031802305,4.087399308,4.025671899,3.853713155,3.623156555,3.427140601,3.357764919,3.439912624,3.634458729,3.876325525,4.086539809,4.20657205,4.252484789,4.294672123,4.382369161,4.525116282,4.697917374,4.841545834,4.904599606,4.872137915,4.765818456,4.655810199,4.608815603,4.635401109,4.70842351,4.77378527,4.777076474,4.728295836,4.646776287,4.487571874,4.232168325,3.916270303,3.598398162,3.353178348,3.274632913,3.451254815,3.956285185,4.686393323,5.389729458,5.923408343,6.231704968,6.331947087,6.324543101,6.336751897,6.446350999,6.647428386,6.853607972,7.014241241,7.108690352,7.079116858,6.913780472,6.633167733,6.276738353,5.928523703,5.363431215
Moldova,MDA,"Population ages 45-49, male (% of male population)",SP.POP.4549.MA.5Y,4.892143683,4.639036216,4.358624493,4.147432168,4.091112595,4.205705009,4.448453751,4.755870855,5.036910719,5.214915967,5.30795301,5.391873165,5.509685669,5.679395396,5.889070879,6.063209883,6.140160567,6.119641354,6.030958384,5.933106152,5.890800423,5.928737432,6.014765794,6.084542534,6.084607782,6.019416267,5.902355253,5.693560555,5.373413417,4.972039827,4.529899238,4.148850419,4.016391076,4.286249753,4.928600774,5.784647839,6.584616679,7.113489397,7.347791651,7.378918847,7.292012542,7.208090674,7.245506742,7.373721202,7.552697042,7.729883397,7.839567565,7.825879791,7.667060885,7.374426793,7.004608269,6.658939777,6.401236801,6.227574924,6.099040417,6.016083954,5.983230564,5.989022703,6.036401071,6.12391809,6.249375202,6.379929771,6.312546385
Moldova,MDA,"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y,6.397979534,6.476726638,6.580339027,6.725089685,6.911165983,7.070863613,7.136278482,7.115158781,7.042460415,6.968633806,6.951628406,7.009152237,7.107400039,7.186560738,7.198983506,7.140387933,6.999606431,6.75539713,6.404402667,5.953824667,5.460711811,5.045844322,4.876136986,5.097639489,5.701028361,6.564938702,7.407596222,7.973025427,8.234187089,8.262713182,8.136688758,8.014063337,8.026227426,8.136186435,8.286383059,8.427405449,8.496419956,8.41462469,8.159281387,7.743254453,7.281730978,6.916962323,6.676817529,6.546819399,6.444933016,6.364987202,6.344283073,6.358741502,6.410637327,6.498161891,6.625312538,6.765301583,6.870436462,6.933385632,6.997509136,7.081578522,7.173168121,7.309570676,7.543836339,7.853147747,8.212664226,8.645045509,9.095719131
Moldova,MDA,"Population ages 25-29, male (% of male population)",SP.POP.2529.MA.5Y,8.312686103,8.267982362,8.271768739,8.267475511,8.214826228,8.092958382,7.87816425,7.563335556,7.151629382,6.651736715,6.13202424,5.724427238,5.57376207,5.788198885,6.350799114,7.196073145,8.086526218,8.7570492,9.155081978,9.322248223,9.287034543,9.184240475,9.165051754,9.211095093,9.287516064,9.356350737,9.353358882,9.205768173,8.904730643,8.462743135,7.936602347,7.444393868,7.049549475,6.761055334,6.613246004,6.606418682,6.688406502,6.840827229,7.056333247,7.30627261,7.530524943,7.691855317,7.804092598,7.888939676,7.966224022,8.061967163,8.172637878,8.305053585,8.506169076,8.776046194,9.060314431,9.344238784,9.603504989,9.742435279,9.743318503,9.608186211,9.308399321,8.941687449,8.602240504,8.261386401,7.914467294,7.577910554,8.028911113
Moldova,MDA,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,59.9714611,59.36939849,58.98124645,58.87696289,59.03324296,59.4540001,60.00224659,60.52661944,61.05309248,61.59678036,62.15340839,62.7124276,63.26717306,63.81494411,64.34068189,64.81753563,65.21566133,65.49870419,65.66928069,65.7359642,65.73179975,65.70360651,65.62277147,65.42576002,65.0948843,64.71472634,64.33140964,63.97905198,63.74092314,63.65678126,63.69868433,63.80955827,63.92190531,64.04614338,64.27116965,64.62074429,65.0939067,65.64057063,66.24993626,66.94184105,67.52860647,68.00104321,68.54196915,69.13213102,69.65527884,70.09194573,70.43738276,70.70152183,70.95599595,71.20046246,71.46287599,71.71381869,71.87761828,71.80533,71.27190444,70.44405484,69.6021206,68.82602957,68.14624692,67.52068104,66.99536476,66.58787104,67.70480318
Moldova,MDA,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,61.70341064,61.14213374,60.75737343,60.62720815,60.73960213,61.09882351,61.57593732,62.02673722,62.46869552,62.91282873,63.36378956,63.81489621,64.25854301,64.69071852,65.08968831,65.43097286,65.69539485,65.8586436,65.92760238,65.91862747,65.86741967,65.81014499,65.71390977,65.50612477,65.15660348,64.74970223,64.32444748,63.90752802,63.59172743,63.41951591,63.36764824,63.40115391,63.45224006,63.52747552,63.71863355,64.02909969,64.46349098,64.97787077,65.55113142,66.20172566,66.7501839,67.19724849,67.72028749,68.29892224,68.80193195,69.20652264,69.51822103,69.74292154,69.96476167,70.19458011,70.44407808,70.67150235,70.80507382,70.68783101,70.10437796,69.22576355,68.32543883,67.48980792,66.74475868,66.04937742,65.45695941,64.98901459,66.11429679
Moldova,MDA,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,9.727970424,10.62874003,11.35329916,11.8446309,12.13991501,12.20639615,12.15478179,12.15823148,12.19769486,12.25017321,12.27815039,12.245414,12.08041374,11.73463687,11.19997747,10.53798531,9.861291603,9.252966743,8.748576069,8.386796704,8.190714327,8.119245799,8.161264284,8.29415327,8.47609419,8.673545336,8.828363026,8.895238661,8.91707445,8.950509034,8.994704967,9.06376391,9.196139668,9.411923289,9.684555248,9.943888281,10.16516234,10.32378964,10.30952766,10.06120936,9.724570825,9.420706353,9.127276087,8.86727472,8.571803428,8.181911947,7.769410885,7.336235373,6.888951106,6.468924039,6.154269252,5.964427039,5.840128959,5.766866028,5.728167298,5.729667927,5.778844511,5.874622149,6.010497361,6.167252007,6.326688045,6.489650346,6.356408469
Moldova,MDA,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,34.55142827,35.16592672,35.52274503,35.54692054,35.25897262,34.66165899,33.9064073,33.16519266,32.42934035,31.68980979,30.95295516,30.23556668,29.54256612,28.85675134,28.17889508,27.53200006,26.94713722,26.47643531,26.14336498,25.96907558,25.93936743,25.99525665,26.12521596,26.35969715,26.68540945,27.00134513,27.24223505,27.39395679,27.43003661,27.31647771,27.09330848,26.83158434,26.5462851,26.21762432,25.83284021,25.37164906,24.83439217,24.24708785,23.57227485,22.7899104,22.09215272,21.51386228,20.90549281,20.31828669,19.78359007,19.28318766,18.85447662,18.50828109,18.24935697,18.10758389,17.99642541,17.85656221,17.73597699,17.67105548,17.82958369,18.19760126,18.58907397,18.94415543,19.24041572,19.47590458,19.64932134,19.80601707,19.31155736
Moldova,MDA,"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,31.74483508,32.315388,32.65531735,32.68347764,32.40974901,31.83995652,31.12025014,30.42434569,29.75469359,29.10282118,28.46536536,27.85258557,27.26812872,26.6920656,26.12874116,25.59506319,25.11626371,24.7378963,24.47783803,24.35104079,24.34441312,24.41146685,24.5429719,24.7713084,25.09304697,25.40901892,25.6525615,25.81551895,25.86607876,25.76570098,25.56246693,25.32936451,25.0696601,24.75985881,24.39812481,23.96652445,23.46388838,22.91738991,22.28819192,21.55446266,20.90027054,20.35406595,19.77185902,19.20438187,18.66923685,18.16454658,17.73977634,17.40035891,17.14663152,16.99709435,16.88290604,16.75529526,16.65285106,16.60948898,16.76608784,17.10552497,17.46761736,17.79440875,18.05858266,18.25617831,18.38631939,18.49627814,18.0794336
Moldova,MDA,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),SP.MTR.1519.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1,,,,,,,,6.1,,,,,,,,,,,,,,,,,
Moldova,MDA,Wanted fertility rate (births per woman),SP.DYN.WFRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,56.82,57.15,57.663,58.212,58.719,59.184,59.388,59.705,59.771,59.99,60.028,59.935,59.998,60.37,60.434,60.473,60.74,60.746,60.754,61.03,61.377,61.84,62.464,61.791,61.92,61.997,63.964,64.584,64.51,64.915,64.302,63.424,62.572,62.628,61.33,61.17,60.578,61.604,62.011,61.996,62.719,63.035,63.289,63.754,64.03,64.229,64.367,64.853,65.265,65.275,64.993,64.805,64.781,64.75,64.695,64.827,65.474,66.077,65.921,66.378,65.692,64.443,
